BroadcastLogID,LogServiceID,LogDate,SequenceNO,AudienceTargetAgeID,ProgramClassID,Duration,EndTime,LogEntryDate,ProgramTitle,StartTime,AdType
1070039714,3157,1/1/18,398,1,3,00:15.0,06:37.0,1/1/18,18-CAMPBELL SOUP CO LTD-Soup 3rd,06:22.0,Food & Beverage Products
1070039705,3157,1/1/18,389,2,3,00:15.0,50:55.0,1/1/18,14-BOSTON PIZZA-Restaurant 3rd,50:40.0,Restaurants
1070039696,3157,1/1/18,380,3,3,00:15.0,41:30.0,1/1/18,11-WEIGHT WATCHERS (GROSS)-Weight Loss 3rd,41:15.0,Diet Products & Services
1070039687,3157,1/1/18,371,3,3,00:30.0,28:52.0,1/1/18,11-WEIGHT WATCHERS (GROSS)-Weight Loss 3rd,28:22.0,Diet Products & Services
1070039670,3157,1/1/18,354,4,3,00:30.0,06:34.0,1/1/18,14-DAIRY QUEEN CANADA INC-Chicken Fast Food 3rd,06:04.0,Fast Food
1070039659,3157,1/1/18,343,3,3,00:30.0,58:51.0,1/1/18,3-RED LOBSTER-Restaurant 3rd,58:21.0,Restaurants
1070039654,3157,1/1/18,338,2,3,00:30.0,41:20.0,1/1/18,14-TIM HORTONS-Fast Food 3rd,40:50.0,Fast Food
1070039643,3157,1/1/18,327,4,3,00:15.0,28:36.0,1/1/18,11-UNILEVER CANADA BCS COMPANY-Sauces/Condiments/S,28:21.0,Food & Beverage Products
1070039627,3157,1/1/18,311,4,3,00:30.0,07:28.0,1/1/18,11-WEIGHT WATCHERS (GROSS)-Weight Loss 3rd,06:58.0,Diet Products & Services
1070039610,3157,1/1/18,294,4,3,00:15.0,48:16.0,1/1/18,14-UNILEVER CANADA BCS COMPANY-Sauces/Condiments/S,48:01.0,Food & Beverage Products
1070039600,3157,1/1/18,284,2,3,00:15.0,40:09.0,1/1/18,11-WEIGHT WATCHERS (GROSS)-Weight Loss 3rd,39:54.0,Diet Products & Services
1070039575,3157,1/1/18,259,4,3,00:15.0,12:56.0,1/1/18,2-LITTLE CAESAR OF CANADA-Pizza Fast Food 3rd,12:41.0,Restaurants
1070039573,3157,1/1/18,257,3,3,00:30.0,12:25.0,1/1/18,3-RED LOBSTER-Restaurant 3rd,11:55.0,Restaurants
1070039555,3157,1/1/18,239,4,3,00:15.0,44:15.0,1/1/18,2-BURGER KING RESTAURANTS OF CAN-Hamburger Fast Fo,44:00.0,Fast Food
1070039540,3157,1/1/18,224,4,3,00:15.0,18:35.0,1/1/18,18-UNILEVER CANADA BCS COMPANY-Sauces/Condiments/S,18:20.0,Food & Beverage Products
1070039538,3157,1/1/18,222,4,3,00:30.0,18:05.0,1/1/18,14-DAIRY QUEEN CANADA INC-Chicken Fast Food 3rd,17:35.0,Fast Food
1070039532,3157,1/1/18,216,3,3,00:15.0,08:40.0,1/1/18,11-MARS CANADA INC-Candy 3rd,08:25.0,Food & Beverage Products
1070039522,3157,1/1/18,206,3,3,00:15.0,58:09.0,1/1/18,11-WEIGHT WATCHERS (GROSS)-Weight Loss 3rd,57:54.0,Diet Products & Services
1070039512,3157,1/1/18,196,4,3,00:15.0,42:13.0,1/1/18,11-WEIGHT WATCHERS (GROSS)-Weight Loss 3rd,41:58.0,Diet Products & Services
1070039500,3157,1/1/18,184,2,3,00:15.0,18:53.0,1/1/18,2-BURGER KING RESTAURANTS OF CAN-Hamburger Fast Fo,18:38.0,Fast Food
1070039476,3157,1/1/18,160,2,3,00:15.0,55:30.0,1/1/18,18-SUBWAY FCA TRUST-Fast Food 3rd,55:15.0,Fast Food
1070039469,3157,1/1/18,153,1,3,00:15.0,46:29.0,1/1/18,14-CAMPBELL SOUP CO LTD-Soup 3rd,46:14.0,Food & Beverage Products
1070039465,3157,1/1/18,149,1,3,00:30.0,44:59.0,1/1/18,3-RED LOBSTER-Restaurant 3rd,44:29.0,Restaurants
